gene_name	gene_discription	foldchange_T24/T0	foldchange_T48/T0
TcIL3000.A.H_000085200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000085600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000085800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000086800.1	hypothetical protein	NA	NA
TcIL3000.A.H_000087000.1	hypothetical protein	NA	NA
TcIL3000.A.H_000087100.1	Retrotransposon hot spot protein, putative	NA	NA
TcIL3000.A.H_000087200.1	Retrotransposon hot spot protein, putative	NA	NA
TcIL3000.A.H_000087400.1	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	NA	NA
TcIL3000.A.H_000087500.1	retrotransposon hot spot (RHS) protein, putative	NA	NA
TcIL3000.A.H_000087600.1	Trypanosome variant surface glycoprotein (A-type), putative	NA	NA
TcIL3000.A.H_000087700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000087800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000087900.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000088000.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000088100.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000088200.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000088300.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000088400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000088800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000089000.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000089100.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000089200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000089300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000089400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000090400.1	hypothetical protein	NA	NA
TcIL3000.A.H_000090600.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000090700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000091300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000091900.1	Papain family cysteine protease, putative	NA	NA
TcIL3000.A.H_000092000.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000092400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000092500.1	expression site-associated gene (ESAG) protein, putative	0	0
TcIL3000.A.H_000092600.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000092700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000092800.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000092900.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000093000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000093100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000093200.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000093300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000093400.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000093500.1	ATP-dependent DEAH-box RNA helicase, putative	NA	NA
TcIL3000.A.H_000093700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000093800.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000093900.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000094000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000094100.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000094200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000094300.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000094400.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000094500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000094600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000094700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000094800.1	hypothetical protein	NA	NA
TcIL3000.A.H_000095000.1	Bacterial Ig-like domain (group 2), putative	NA	NA
TcIL3000.A.H_000095100.1	Bacteriophage lambda minor tail protein (GpG), putative	NA	NA
TcIL3000.A.H_000095200.1	Minor tail protein T, putative	NA	NA
TcIL3000.A.H_000095300.1	Prophage tail length tape measure protein/Lambda phage tail tape-measure protein (Tape_meas_lam_C), putative	NA	NA
TcIL3000.A.H_000095400.1	Phage minor tail protein L, putative	NA	NA
TcIL3000.A.H_000095500.1	Bacteriophage lambda tail assembly protein I, putative	0	0
TcIL3000.A.H_000095600.1	Putative phage tail protein/Domain of unknown function (DUF1983)/Fibronectin type III protein, putative	NA	NA
TcIL3000.A.H_000095700.1	Enterobacterial Ail/Lom protein/Outer membrane protein beta-barrel domain containing protein, putative	NA	NA
TcIL3000.A.H_000095800.1	Prophage tail fibre N-terminal/Carboxypeptidase regulatory-like domain/Phage tail fibre repeat, putative	NA	NA
TcIL3000.A.H_000095900.1	Phage Tail Collar Domain/Phage tail fibre repeat, putative	NA	NA
TcIL3000.A.H_000096000.1	Bacteriophage lambda integrase, N-terminal domain/Phage integrase, N-terminal SAM-like domain/Phage integrase family, putative	NA	NA
TcIL3000.A.H_000096100.1	Ead/Ea22-like protein, putative	NA	NA
TcIL3000.A.H_000096200.1	YqaJ-like viral recombinase domain containing protein, putative	NA	NA
TcIL3000.A.H_000096300.1	RecT family, putative	NA	NA
TcIL3000.A.H_000096400.1	Protein of unknown function (DUF2528), putative	NA	NA
TcIL3000.A.H_000096500.1	Helix-turn-helix/Peptidase S24-like, putative	NA	NA
TcIL3000.A.H_000096600.1	Bacteriophage CII protein, putative	NA	NA
TcIL3000.A.H_000096700.1	Bacteriophage replication protein O, putative	NA	NA
TcIL3000.A.H_000096800.1	Replication protein P, putative	NA	NA
TcIL3000.A.H_000096900.1	NinB protein, putative	NA	NA
TcIL3000.A.H_000097000.1	Bacteriophage Lambda NinG protein, putative	NA	NA
TcIL3000.A.H_000097100.1	Antitermination protein, putative	NA	NA
TcIL3000.A.H_000097200.1	Phage lysozyme, putative	NA	NA
TcIL3000.A.H_000097300.1	Phage DNA packaging protein Nu1, putative	NA	NA
TcIL3000.A.H_000097400.1	Phage terminase large subunit (GpA), putative	NA	NA
TcIL3000.A.H_000097500.1	Phage portal protein, lambda family, putative	NA	NA
TcIL3000.A.H_000097600.1	Peptidase family S49, putative	NA	NA
TcIL3000.A.H_000097700.1	DNA packaging protein FI, putative	NA	NA
TcIL3000.A.H_000097800.1	ATP-binding sugar transporter from pro-phage/Phage Head-Tail Attachment, putative	NA	NA
TcIL3000.A.H_000097900.1	Phage minor tail protein U, putative	NA	NA
TcIL3000.A.H_000098000.1	Bacterial Ig-like domain (group 2), putative	NA	NA
TcIL3000.A.H_000098100.1	Bacteriophage lambda minor tail protein (GpG), putative	NA	NA
TcIL3000.A.H_000098200.1	Minor tail protein T, putative	NA	NA
TcIL3000.A.H_000098300.1	Prophage tail length tape measure protein/Lambda phage tail tape-measure protein (Tape_meas_lam_C), putative	NA	NA
TcIL3000.A.H_000098400.1	Phage minor tail protein L, putative	NA	NA
TcIL3000.A.H_000098500.1	Bacteriophage lambda tail assembly protein I, putative	NA	NA
TcIL3000.A.H_000098600.1	Putative phage tail protein/Domain of unknown function (DUF1983)/Fibronectin type III protein, putative	NA	NA
TcIL3000.A.H_000098700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000098800.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000098900.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000099000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000099100.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000099200.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000099300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000099400.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000099500.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000099600.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000100400.1	hypothetical protein	NA	NA
TcIL3000.A.H_000100500.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000100600.1	C2H2-type zinc finger/Zinc finger, C2H2 type, putative	NA	NA
TcIL3000.A.H_000100700.1	Invariant surface glycoprotein, putative	NA	NA
TcIL3000.A.H_000100800.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000100900.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000101300.1	Octanoyltransferase, putative	NA	NA
TcIL3000.A.H_000102100.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000102200.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000102300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000102400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000103500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000103600.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000103700.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000103800.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000104200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000104300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000104400.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000104500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000104600.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000104900.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000105000.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000105200.1	retrotransposon hot spot (RHS) protein, putative	0	0
TcIL3000.A.H_000105300.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000105400.1	Endonuclease-reverse transcriptase, putative	0	0
TcIL3000.A.H_000105500.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000105600.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000105700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000105800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000105900.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000106000.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000106100.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000106200.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000106300.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000106400.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000106500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000106600.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000106700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000106800.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000106900.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000107000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000107100.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000107200.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000107300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000107400.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000107500.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000107600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000107700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000107800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000107900.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000108000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000108100.1	Trypanosomal VSG domain containing protein, putative	0	0
TcIL3000.A.H_000108200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000108300.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000108500.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000108600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000108700.1	Retrotransposon hot spot protein, putative	NA	NA
TcIL3000.A.H_000108800.1	Retrotransposon hot spot protein, putative	NA	NA
TcIL3000.A.H_000109200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000109500.1	Retrotransposon hot spot protein, putative	NA	NA
TcIL3000.A.H_000109600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000110300.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000110700.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000110800.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000110900.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000111000.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000111100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000111200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000111300.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000111400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000111500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000111600.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000111700.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000111900.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000112000.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000112100.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000112200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000112300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000112400.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000112500.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000112600.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000112700.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000112800.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000112900.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000113000.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000113100.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000113200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000113300.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000113400.1	Reverse transcriptase (RNA-dependent DNA polymerase), putative	0	0
TcIL3000.A.H_000113500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000113600.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000113700.1	nucleobase/nucleoside transporter 8.1, putative	NA	NA
TcIL3000.A.H_000113800.1	hypothetical protein	NA	NA
TcIL3000.A.H_000114100.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000114200.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000114300.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000114400.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000114500.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000114600.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000114700.1	Endonuclease-reverse transcriptase, putative	NA	NA
TcIL3000.A.H_000114800.1	expression site-associated gene (ESAG) protein, putative	0	0
TcIL3000.A.H_000115000.1	expression site-associated gene (ESAG) protein, putative	NA	NA
TcIL3000.A.H_000115100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000115200.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000115300.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000115400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000115500.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000115600.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000115700.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000115800.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000115900.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000116000.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000116100.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000116200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000116300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000116400.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000116900.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000117100.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000117300.1	Adenylate and Guanylate cyclase catalytic domain containing protein, putative	NA	NA
TcIL3000.A.H_000117800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000117900.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000118000.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000118100.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
TcIL3000.A.H_000118200.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000118300.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000118500.1	ATP-dependent DEAH-box RNA helicase, putative	NA	NA
TcIL3000.A.H_000118600.1	ATP-dependent DEAH-box RNA helicase, putative	NA	NA
TcIL3000.A.H_000118700.1	ATP-dependent DEAH-box RNA helicase, putative	NA	NA
TcIL3000.A.H_000118800.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000118900.1	cysteine peptidase C (CPC)	NA	NA
TcIL3000.A.H_000119000.1	cysteine peptidase C (CPC)	NA	NA
TcIL3000.A.H_000119100.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000119200.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000119300.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000119400.1	hypothetical protein, conserved	0	0
TcIL3000.A.H_000119500.1	C2H2-type zinc finger/C2H2 type zinc-finger (2 copies)/Zinc finger, C2H2 type, putative	NA	NA
TcIL3000.A.H_000119600.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000119700.1	Helicase C-terminal domain containing protein, putative	NA	NA
TcIL3000.A.H_000120400.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000120500.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000120600.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000120700.1	expression site-associated gene 2 (ESAG2) protein, putative	NA	NA
TcIL3000.A.H_000120900.1	hypothetical protein, conserved	NA	NA
TcIL3000.A.H_000121000.1	Trypanosomal VSG domain containing protein, putative	NA	NA
TcIL3000.A.H_000121100.1	variant surface glycoprotein (VSG, atypical), putative	NA	NA
